storenum,secs,dayofweek,meal,drinkonly,cost
520,458,Wed,Dinner,No,431
270,559,Tues,Dinner,No,384
718,205,Thur,Breakfast,No,263
423,70,Thur,Dinner,No,721
44,107,Tues,Lunch,No,488
827,218,Fri,Lunch,No,347
298,110,Tues,Lunch,No,488
270,440,Thur,Lunch,No,300
185,103,Wed,Lunch,Yes,195
208,108,Fri,Lunch,Yes,104
190,357,Fri,Dinner,No,288
769,237,Mon,Lunch,No,419
819,186,Wed,Dinner,No,363
166,282,Wed,Breakfast,Yes,171
871,127,Wed,Lunch,No,319
671,129,Wed,Lunch,No,447
626,302,Wed,Dinner,No,740
589,168,Thur,Lunch,No,290
504,137,Tues,Lunch,No,509
441,456,Mon,Lunch,No,415
586,287,Wed,Dinner,No,348
98,230,Mon,Lunch,No,525
763,156,Fri,Dinner,No,677
673,78,Mon,Lunch,Yes,90
384,161,Thur,Dinner,No,668
380,233,Fri,Lunch,No,540
8,152,Thur,Dinner,No,705
87,133,Mon,Lunch,No,402
48,138,Wed,Dinner,No,600
36,262,Thur,Breakfast,No,286
199,489,Thur,Dinner,No,324
173,189,Thur,Lunch,Yes,173
708,166,Mon,Dinner,No,492
665,38,Mon,Lunch,No,381
441,226,Fri,Dinner,Yes,95
450,181,Wed,Breakfast,No,429
750,366,Mon,Lunch,No,316
706,376,Tues,Lunch,No,421
15,142,Thur,Lunch,Yes,178
33,45,Mon,Dinner,No,299
572,223,Wed,Lunch,No,516
516,144,Mon,Lunch,No,335
352,112,Mon,Dinner,No,654
384,40,Mon,Breakfast,Yes,107
2,334,Tues,Lunch,Yes,138
69,113,Mon,Lunch,No,537
815,154,Tues,Breakfast,No,333
630,156,Thur,Lunch,No,380
340,147,Fri,Breakfast,No,385
11,189,Fri,Dinner,No,361
303,389,Mon,Lunch,No,531
550,170,Tues,Lunch,No,254
193,175,Fri,Lunch,No,495
510,432,Tues,Dinner,No,767
252,91,Wed,Dinner,No,698
278,155,Thur,Breakfast,No,198
300,111,Tues,Lunch,No,500
660,440,Tues,Dinner,No,561
54,512,Mon,Dinner,Yes,124
847,68,Wed,Lunch,No,290
622,105,Mon,Dinner,No,369
478,203,Thur,Breakfast,Yes,184
649,163,Thur,Dinner,No,587
490,126,Tues,Lunch,No,568
247,149,Thur,Dinner,No,378
708,111,Fri,Dinner,Yes,117
727,212,Fri,Dinner,No,340
624,196,Wed,Lunch,No,382
850,160,Wed,Lunch,No,483
116,571,Tues,Lunch,No,309
738,173,Wed,Breakfast,No,491
639,62,Fri,Lunch,No,434
616,177,Wed,Lunch,No,250
288,196,Fri,Lunch,No,421
634,265,Tues,Lunch,No,276
101,501,Thur,Lunch,No,358
777,473,Tues,Lunch,No,384
182,341,Tues,Dinner,No,420
229,313,Wed,Dinner,No,397
498,161,Thur,Lunch,No,493
694,50,Mon,Breakfast,No,441
232,180,Tues,Dinner,No,530
473,107,Fri,Lunch,No,334
440,132,Mon,Lunch,No,397
731,99,Tues,Lunch,No,353
874,110,Tues,Breakfast,Yes,124
291,268,Mon,Lunch,No,422
463,149,Tues,Lunch,No,570
192,226,Mon,Lunch,No,572
875,435,Mon,Dinner,No,358
759,231,Mon,Lunch,No,497
886,67,Fri,Dinner,No,676
819,139,Fri,Dinner,No,680
827,113,Tues,Dinner,No,349
596,169,Wed,Lunch,No,359
166,430,Tues,Lunch,No,393
812,465,Wed,Dinner,No,552
776,268,Mon,Lunch,No,503
216,159,Mon,Lunch,No,376
275,48,Fri,Lunch,No,483
393,168,Wed,Dinner,No,681
595,126,Tues,Lunch,No,321
48,180,Thur,Dinner,Yes,137
458,193,Mon,Lunch,No,390
416,172,Mon,Lunch,No,237
441,156,Wed,Dinner,No,546
688,80,Wed,Lunch,No,557
436,156,Thur,Lunch,No,278
261,584,Mon,Dinner,No,442
700,97,Tues,Lunch,Yes,181
166,231,Wed,Lunch,Yes,193
9,388,Wed,Dinner,No,770
862,135,Fri,Dinner,No,387
130,169,Thur,Dinner,No,594
424,142,Thur,Lunch,No,461
134,166,Wed,Lunch,No,572
153,184,Wed,Lunch,No,247
39,146,Fri,Lunch,Yes,194
349,459,Thur,Lunch,No,267
881,34,Tues,Lunch,No,471
67,162,Thur,Dinner,Yes,137
491,45,Tues,Dinner,No,604
439,146,Mon,Breakfast,No,346
594,169,Thur,Lunch,No,549
148,144,Fri,Dinner,No,381
423,288,Tues,Dinner,No,677
648,51,Fri,Dinner,No,681
14,100,Thur,Lunch,No,529
599,59,Fri,Lunch,No,575
400,247,Tues,Dinner,No,309
322,235,Fri,Lunch,No,520
474,61,Wed,Breakfast,No,411
23,280,Fri,Lunch,No,454
189,175,Mon,Dinner,No,640
19,498,Mon,Lunch,No,350
625,154,Tues,Dinner,No,740
456,177,Tues,Lunch,No,600
213,111,Wed,Lunch,No,482
447,303,Fri,Lunch,No,225
95,371,Fri,Dinner,Yes,108
814,77,Fri,Dinner,No,805
882,115,Wed,Lunch,No,575
799,427,Fri,Lunch,No,595
806,126,Fri,Dinner,No,299
852,221,Thur,Lunch,No,348
24,50,Tues,Breakfast,No,476
49,263,Wed,Lunch,No,467
812,156,Fri,Dinner,No,315
808,364,Mon,Dinner,No,352
64,145,Mon,Lunch,No,491
680,496,Thur,Breakfast,No,417
114,552,Wed,Lunch,No,510
836,119,Mon,Dinner,Yes,161
179,509,Thur,Dinner,No,663
60,131,Fri,Lunch,No,564
743,120,Fri,Dinner,No,768
606,472,Wed,Lunch,No,512
316,320,Wed,Lunch,No,240
361,71,Tues,Lunch,No,246
585,102,Fri,Lunch,No,297
804,487,Wed,Breakfast,No,252
561,116,Wed,Lunch,No,393
548,140,Fri,Dinner,No,303
364,400,Wed,Lunch,Yes,138
175,270,Tues,Dinner,No,557
270,57,Fri,Dinner,No,575
851,141,Fri,Lunch,No,398
595,153,Mon,Lunch,No,529
210,239,Mon,Lunch,No,401
475,129,Wed,Dinner,No,780
800,216,Thur,Dinner,No,530
746,52,Fri,Lunch,No,382
369,190,Wed,Lunch,No,543
635,147,Tues,Lunch,No,466
189,77,Mon,Dinner,No,337
720,103,Tues,Lunch,No,337
809,107,Fri,Lunch,No,300
873,537,Mon,Dinner,No,294
616,139,Fri,Lunch,No,519
220,113,Wed,Lunch,No,561
526,255,Tues,Lunch,No,257
205,325,Wed,Dinner,Yes,169
267,355,Mon,Lunch,No,527
152,210,Thur,Lunch,No,445
718,93,Wed,Lunch,Yes,151
592,265,Thur,Dinner,No,564
128,471,Wed,Lunch,No,430
297,99,Tues,Dinner,No,707
858,267,Tues,Lunch,No,368
827,40,Wed,Lunch,No,269
101,321,Tues,Lunch,No,526
658,62,Fri,Dinner,No,699
169,76,Wed,Lunch,No,427
222,88,Tues,Lunch,No,351
42,177,Tues,Dinner,No,439
144,204,Tues,Lunch,No,536
534,454,Fri,Lunch,No,458
755,132,Fri,Dinner,No,333
814,170,Thur,Lunch,Yes,113
750,391,Tues,Breakfast,No,453
377,107,Mon,Lunch,No,318
396,163,Thur,Lunch,No,505
276,48,Fri,Lunch,No,336
84,268,Mon,Lunch,No,220
844,93,Wed,Lunch,No,395
759,363,Thur,Lunch,No,435
824,473,Fri,Breakfast,Yes,95
284,142,Tues,Breakfast,No,218
673,411,Mon,Lunch,No,372
445,67,Mon,Lunch,No,343
667,47,Tues,Dinner,No,628
772,138,Tues,Lunch,No,596
810,237,Mon,Dinner,No,504
54,148,Thur,Lunch,No,304
306,370,Wed,Lunch,No,440
770,311,Tues,Dinner,No,491
566,121,Mon,Lunch,No,502
496,126,Tues,Breakfast,No,229
188,463,Tues,Breakfast,Yes,93
776,178,Thur,Breakfast,Yes,156
204,267,Mon,Lunch,No,473
782,30,Mon,Breakfast,No,276
310,389,Fri,Dinner,No,339
285,78,Fri,Lunch,No,582
641,85,Fri,Dinner,No,706
558,186,Wed,Lunch,No,466
506,160,Mon,Lunch,No,530
245,123,Fri,Lunch,No,472
878,393,Tues,Lunch,No,463
337,501,Tues,Breakfast,No,414
853,179,Mon,Lunch,No,284
614,141,Tues,Lunch,No,323
114,350,Wed,Lunch,No,381
652,387,Wed,Lunch,No,489
14,568,Tues,Lunch,No,312
395,245,Thur,Lunch,No,327
675,45,Mon,Lunch,No,232
759,176,Tues,Lunch,No,523
873,109,Fri,Lunch,No,323
613,331,Mon,Dinner,No,723
494,160,Wed,Lunch,No,322
85,85,Mon,Dinner,No,410
400,178,Tues,Lunch,No,299
322,38,Fri,Lunch,No,257
309,166,Tues,Breakfast,No,294
714,134,Fri,Dinner,No,555
352,142,Tues,Lunch,Yes,185
349,229,Mon,Dinner,No,385
159,137,Tues,Dinner,No,510
197,152,Mon,Dinner,No,431
581,116,Mon,Lunch,No,402
207,122,Fri,Dinner,No,321
56,47,Tues,Dinner,No,397
433,215,Mon,Lunch,Yes,130
871,511,Fri,Dinner,No,286
116,259,Thur,Dinner,No,527
260,330,Tues,Dinner,No,340
321,175,Tues,Dinner,No,387
644,198,Mon,Lunch,No,386
479,326,Thur,Dinner,No,790
270,90,Mon,Dinner,Yes,100
721,137,Wed,Lunch,No,519
821,412,Mon,Lunch,No,407
747,132,Fri,Lunch,No,377
358,130,Mon,Lunch,Yes,103
619,57,Mon,Dinner,No,358
346,394,Thur,Breakfast,No,178
265,225,Tues,Lunch,No,536
569,444,Tues,Lunch,No,595
269,63,Mon,Lunch,No,421
832,460,Tues,Lunch,No,558
641,146,Thur,Lunch,No,262
730,297,Mon,Lunch,No,456
184,143,Mon,Dinner,No,698
216,38,Wed,Dinner,No,474
434,114,Thur,Dinner,Yes,165
286,140,Wed,Breakfast,No,367
546,358,Tues,Lunch,No,468
452,239,Tues,Dinner,No,712
699,160,Tues,Lunch,No,389
362,113,Fri,Dinner,No,311
558,98,Tues,Dinner,No,570
305,118,Thur,Lunch,No,441
809,175,Fri,Lunch,No,254
376,85,Thur,Lunch,No,316
776,295,Tues,Breakfast,No,182
586,189,Thur,Lunch,No,525
700,98,Fri,Dinner,No,392
448,124,Thur,Lunch,No,372
242,195,Thur,Dinner,No,502
235,125,Tues,Dinner,No,302
341,100,Wed,Dinner,No,637
26,147,Wed,Lunch,No,235
850,138,Tues,Lunch,No,394
507,191,Fri,Dinner,Yes,151
564,210,Mon,Dinner,No,800
277,147,Mon,Lunch,No,435
217,387,Wed,Lunch,No,485
279,259,Tues,Lunch,Yes,130
8,117,Wed,Lunch,No,243
166,597,Mon,Lunch,No,570
485,181,Mon,Breakfast,No,200
212,153,Thur,Lunch,No,523
433,129,Thur,Lunch,No,422
318,104,Fri,Lunch,No,466
723,203,Thur,Dinner,No,363
476,150,Mon,Dinner,No,762
563,250,Tues,Dinner,Yes,124
20,98,Mon,Lunch,No,347
788,367,Thur,Breakfast,No,198
172,99,Mon,Lunch,No,277
159,554,Fri,Lunch,No,265
400,292,Thur,Lunch,No,450
666,373,Mon,Breakfast,No,229
337,308,Tues,Lunch,No,301
855,153,Thur,Dinner,No,432
557,352,Thur,Lunch,No,409
459,331,Wed,Lunch,Yes,172
518,174,Thur,Dinner,No,537
116,280,Mon,Dinner,No,677
635,151,Thur,Dinner,Yes,115
514,99,Fri,Dinner,No,562
222,490,Thur,Dinner,No,560
697,232,Fri,Lunch,No,234
264,318,Tues,Lunch,Yes,92
521,134,Wed,Lunch,No,367
817,139,Tues,Dinner,No,288
182,127,Fri,Lunch,No,505
238,108,Wed,Dinner,No,627
409,252,Mon,Dinner,No,498
440,56,Thur,Lunch,No,307
671,150,Tues,Lunch,No,515
855,74,Thur,Dinner,Yes,111
620,88,Wed,Dinner,No,592
204,160,Wed,Lunch,No,563
424,131,Wed,Lunch,No,451
820,112,Tues,Lunch,Yes,160
501,380,Tues,Dinner,No,767
119,224,Wed,Lunch,No,591
40,127,Fri,Dinner,No,420
868,52,Fri,Dinner,No,320
205,151,Mon,Dinner,No,501
755,167,Fri,Dinner,No,808
600,303,Fri,Dinner,No,588
439,78,Wed,Lunch,No,592
843,311,Thur,Dinner,No,339
179,259,Fri,Dinner,No,563
247,501,Mon,Lunch,No,241
8,217,Wed,Lunch,No,576
162,126,Tues,Breakfast,Yes,148
684,172,Tues,Dinner,No,301
877,582,Thur,Lunch,Yes,118
375,204,Mon,Breakfast,Yes,142
540,597,Wed,Dinner,No,817
257,156,Wed,Breakfast,No,345
356,245,Fri,Lunch,Yes,94
68,186,Tues,Lunch,No,301
374,162,Wed,Lunch,No,563
548,557,Tues,Dinner,No,800
90,189,Fri,Dinner,No,378
202,370,Thur,Lunch,No,409
655,191,Tues,Lunch,No,577
95,86,Wed,Dinner,No,532
816,135,Fri,Lunch,No,243
8,62,Mon,Lunch,Yes,149
158,156,Thur,Breakfast,No,467
440,220,Mon,Lunch,No,569
840,185,Wed,Lunch,No,235
855,118,Fri,Dinner,No,730
787,320,Tues,Breakfast,No,499
858,121,Tues,Dinner,No,645
697,41,Thur,Lunch,No,472
352,89,Mon,Dinner,No,425
834,473,Mon,Lunch,No,532
688,60,Mon,Lunch,No,375
447,499,Wed,Dinner,No,429
395,240,Fri,Lunch,No,579
782,169,Tues,Dinner,No,726
12,154,Fri,Breakfast,No,205
579,141,Thur,Dinner,No,532
325,176,Mon,Dinner,No,605
840,282,Tues,Dinner,No,313
79,56,Thur,Breakfast,No,419
68,46,Wed,Dinner,No,639
106,270,Mon,Dinner,No,654
80,262,Fri,Breakfast,No,282
516,102,Thur,Lunch,No,456
629,183,Fri,Dinner,Yes,132
785,415,Tues,Lunch,No,407
832,140,Tues,Lunch,No,266
5,93,Mon,Dinner,No,290
826,117,Tues,Lunch,No,323
180,114,Tues,Lunch,No,473
398,132,Wed,Lunch,No,498
204,65,Wed,Breakfast,No,380
32,161,Wed,Dinner,No,575
541,148,Tues,Lunch,No,328
478,191,Tues,Dinner,Yes,106
554,174,Tues,Lunch,No,248
42,388,Fri,Lunch,Yes,118
418,135,Thur,Dinner,No,703
148,572,Mon,Breakfast,Yes,103
53,207,Wed,Lunch,No,577
849,49,Wed,Lunch,No,466
32,72,Thur,Dinner,No,828
798,330,Fri,Breakfast,No,438
72,243,Mon,Lunch,No,276
117,124,Fri,Dinner,No,308
367,201,Tues,Lunch,No,454
195,182,Thur,Lunch,No,431
602,197,Tues,Lunch,No,515
390,155,Mon,Lunch,No,297
112,129,Thur,Breakfast,No,416
535,438,Wed,Breakfast,No,214
355,264,Mon,Lunch,No,319
197,84,Mon,Lunch,No,322
709,115,Fri,Dinner,No,440
125,459,Mon,Dinner,No,402
577,253,Tues,Lunch,No,373
109,120,Mon,Lunch,Yes,118
197,230,Thur,Lunch,No,552
733,415,Mon,Breakfast,No,342
663,81,Mon,Lunch,No,347
11,129,Fri,Lunch,No,442
258,32,Wed,Lunch,Yes,189
594,117,Wed,Lunch,No,363
826,164,Tues,Dinner,No,454
361,572,Tues,Lunch,No,528
170,140,Mon,Lunch,No,504
629,128,Wed,Lunch,No,507
654,136,Wed,Lunch,No,285
369,63,Tues,Lunch,No,314
531,238,Mon,Dinner,No,741
691,241,Fri,Dinner,Yes,191
351,169,Fri,Lunch,No,502
393,173,Mon,Lunch,No,295
504,37,Wed,Dinner,No,563
216,33,Mon,Lunch,No,462
795,355,Wed,Lunch,No,368
420,159,Mon,Dinner,Yes,183
832,161,Mon,Lunch,No,307
71,122,Mon,Breakfast,No,417
476,151,Fri,Dinner,No,656
663,555,Wed,Dinner,No,308
744,95,Tues,Lunch,No,325
684,128,Wed,Lunch,No,271
753,106,Mon,Breakfast,Yes,156
34,145,Thur,Lunch,No,509
424,162,Mon,Lunch,No,455
891,373,Fri,Dinner,No,446
486,340,Thur,Dinner,Yes,101
473,188,Thur,Lunch,No,400
757,477,Wed,Lunch,No,294
867,193,Fri,Dinner,No,694
387,152,Wed,Lunch,No,501
227,94,Wed,Lunch,No,316
677,72,Tues,Lunch,No,537
778,109,Thur,Breakfast,No,434
708,453,Wed,Lunch,Yes,103
541,272,Fri,Dinner,Yes,97
890,111,Mon,Lunch,No,275
555,164,Mon,Lunch,Yes,158
214,294,Wed,Breakfast,No,447
420,192,Tues,Lunch,No,241
638,325,Tues,Lunch,No,530
327,292,Thur,Breakfast,No,497
309,135,Mon,Lunch,No,399
329,132,Thur,Lunch,No,366
104,121,Wed,Lunch,No,301
163,43,Mon,Lunch,No,382
797,164,Thur,Breakfast,Yes,86
25,112,Thur,Dinner,No,780
31,339,Fri,Lunch,No,321
630,113,Mon,Breakfast,No,292
782,152,Tues,Dinner,No,628
776,169,Wed,Lunch,No,324
102,299,Tues,Lunch,No,220
607,289,Wed,Dinner,Yes,145
473,349,Wed,Lunch,No,393
105,352,Fri,Breakfast,Yes,174
94,182,Tues,Dinner,No,457
764,557,Thur,Lunch,No,579
535,314,Thur,Breakfast,No,208
807,140,Fri,Lunch,Yes,96
354,592,Thur,Dinner,No,467
727,373,Tues,Lunch,No,416
445,314,Wed,Lunch,No,443
337,146,Mon,Breakfast,No,441
134,370,Fri,Lunch,No,424
611,155,Thur,Breakfast,No,306
798,63,Mon,Dinner,Yes,164
571,84,Mon,Lunch,No,591
81,42,Thur,Dinner,No,286
458,147,Mon,Lunch,No,494
495,154,Thur,Lunch,No,229
612,144,Thur,Lunch,No,424
212,91,Tues,Lunch,No,535
225,160,Fri,Lunch,No,225
77,393,Mon,Breakfast,No,370
327,127,Thur,Dinner,No,503
92,180,Thur,Dinner,Yes,173
150,32,Wed,Lunch,No,310
489,326,Fri,Lunch,No,576
32,347,Mon,Breakfast,Yes,175
762,422,Fri,Breakfast,No,444
101,76,Thur,Lunch,No,325
170,262,Thur,Lunch,Yes,106
639,338,Fri,Dinner,No,741
757,150,Thur,Lunch,No,449
348,158,Wed,Lunch,No,442
647,149,Thur,Dinner,No,608
421,396,Wed,Lunch,No,256
488,474,Wed,Dinner,No,642
378,525,Mon,Lunch,No,594
430,68,Wed,Lunch,No,357
293,255,Thur,Lunch,No,337
176,379,Fri,Breakfast,No,468
407,123,Wed,Lunch,No,508
290,197,Tues,Lunch,No,352
34,67,Fri,Dinner,No,477
561,210,Tues,Dinner,No,570
14,221,Tues,Lunch,Yes,169
365,74,Mon,Dinner,No,800
630,313,Tues,Lunch,No,554
501,43,Wed,Lunch,Yes,116
763,40,Tues,Lunch,No,426
81,562,Tues,Dinner,No,543
667,283,Fri,Lunch,No,381
573,149,Tues,Dinner,No,311
563,48,Thur,Dinner,No,816
18,484,Thur,Dinner,Yes,128
635,121,Wed,Lunch,No,284
303,303,Wed,Lunch,No,324
716,97,Wed,Lunch,No,268
305,404,Mon,Dinner,No,327
545,159,Wed,Dinner,Yes,151
300,129,Mon,Dinner,No,561
517,165,Tues,Dinner,Yes,163
106,165,Thur,Lunch,No,317
622,103,Thur,Dinner,No,542
198,130,Wed,Dinner,No,708
534,66,Thur,Lunch,No,592
778,56,Wed,Lunch,No,526
876,72,Mon,Lunch,No,421
560,171,Tues,Lunch,No,494
743,253,Mon,Dinner,Yes,188
640,161,Tues,Lunch,No,387
471,402,Mon,Dinner,No,709
886,168,Thur,Dinner,No,307
151,253,Thur,Lunch,No,346
724,285,Wed,Dinner,No,583
131,200,Thur,Dinner,No,634
665,168,Fri,Lunch,No,257
441,158,Mon,Breakfast,No,348
465,146,Mon,Lunch,Yes,170
280,89,Thur,Dinner,No,644
765,240,Fri,Lunch,No,229
325,385,Tues,Dinner,No,588
41,207,Thur,Dinner,No,349
767,157,Fri,Lunch,No,479
215,164,Fri,Lunch,No,555
91,183,Mon,Lunch,No,311
875,167,Tues,Dinner,Yes,178
776,83,Tues,Dinner,No,827
425,137,Tues,Dinner,No,404
717,32,Wed,Dinner,No,790
335,114,Tues,Lunch,Yes,175
872,173,Thur,Dinner,No,419
612,105,Wed,Dinner,No,656
824,491,Tues,Lunch,No,404
584,201,Mon,Lunch,No,250
682,66,Mon,Lunch,No,506
840,136,Wed,Dinner,No,515
753,401,Fri,Dinner,No,527
779,124,Tues,Dinner,No,362
317,342,Fri,Breakfast,No,386
165,156,Fri,Lunch,No,313
178,180,Fri,Breakfast,Yes,175
154,149,Mon,Dinner,No,543
74,109,Wed,Lunch,No,267
123,204,Fri,Lunch,No,486
171,191,Wed,Dinner,No,639
201,429,Thur,Breakfast,No,296
558,372,Fri,Lunch,No,317
577,133,Fri,Lunch,No,525
450,141,Fri,Dinner,Yes,126
503,98,Fri,Breakfast,No,203
387,131,Mon,Lunch,No,394
6,153,Thur,Lunch,No,548
648,135,Tues,Lunch,No,239
107,125,Mon,Lunch,No,600
884,434,Wed,Dinner,Yes,182
236,304,Fri,Dinner,Yes,159
764,507,Fri,Dinner,No,776
405,179,Wed,Lunch,No,328
665,175,Wed,Lunch,No,248
606,97,Mon,Lunch,No,320
303,103,Fri,Lunch,No,463
90,132,Tues,Breakfast,No,273
133,298,Wed,Breakfast,No,354
863,139,Mon,Breakfast,Yes,188
234,70,Tues,Dinner,No,336
710,137,Wed,Breakfast,No,257
721,215,Mon,Lunch,No,290
511,242,Wed,Dinner,No,351
795,158,Wed,Dinner,No,327
41,86,Fri,Lunch,No,345
471,148,Tues,Lunch,No,315
210,152,Thur,Lunch,Yes,160
394,421,Fri,Lunch,No,400
821,104,Thur,Dinner,Yes,146
495,122,Fri,Lunch,No,240
319,328,Mon,Breakfast,Yes,183
699,78,Thur,Lunch,No,397
686,191,Tues,Lunch,No,327
461,33,Wed,Dinner,Yes,103
393,79,Fri,Lunch,No,435
619,211,Wed,Dinner,No,472
325,148,Thur,Lunch,No,448
788,306,Thur,Lunch,No,570
884,64,Thur,Dinner,No,442
572,88,Thur,Lunch,No,431
350,372,Mon,Dinner,No,828
454,204,Wed,Lunch,Yes,170
553,40,Wed,Breakfast,No,194
107,94,Tues,Dinner,No,599
159,82,Fri,Dinner,No,683
90,557,Mon,Dinner,No,711
410,569,Wed,Lunch,No,567
800,51,Thur,Dinner,No,411
52,204,Wed,Lunch,No,498
518,144,Wed,Lunch,No,585
476,560,Fri,Dinner,No,716
618,269,Fri,Lunch,Yes,183
195,115,Fri,Lunch,No,393
569,84,Thur,Dinner,No,771
121,168,Tues,Dinner,No,770
791,188,Fri,Breakfast,Yes,145
185,164,Mon,Lunch,No,536
633,88,Mon,Dinner,No,576
555,341,Wed,Lunch,Yes,145
107,165,Thur,Dinner,No,453
98,118,Wed,Lunch,No,276
465,171,Mon,Dinner,No,752
572,475,Mon,Dinner,No,786
837,141,Mon,Lunch,No,435
188,122,Thur,Lunch,No,421
870,495,Wed,Lunch,No,522
720,366,Thur,Lunch,No,445
450,414,Fri,Lunch,No,285
439,109,Thur,Lunch,No,549
747,33,Fri,Dinner,No,642
60,55,Tues,Lunch,Yes,120
393,45,Fri,Lunch,No,409
172,168,Tues,Lunch,No,593
205,157,Wed,Lunch,No,565
752,202,Mon,Lunch,Yes,152
11,181,Thur,Lunch,No,455
194,89,Wed,Lunch,No,434
549,83,Thur,Lunch,Yes,107
119,150,Tues,Dinner,No,699
598,163,Fri,Lunch,No,511
159,267,Mon,Dinner,No,379
678,120,Wed,Lunch,No,471
463,499,Wed,Lunch,No,366
693,78,Mon,Lunch,Yes,89
223,114,Mon,Dinner,No,603
883,33,Mon,Breakfast,No,209
606,124,Wed,Lunch,No,291
763,267,Fri,Lunch,Yes,115
214,228,Fri,Dinner,No,562
812,96,Wed,Dinner,No,546
9,159,Fri,Lunch,No,394
779,106,Tues,Dinner,No,744
434,105,Mon,Lunch,No,492
317,266,Thur,Breakfast,No,249
425,117,Fri,Lunch,No,582
197,119,Tues,Dinner,No,756
637,431,Wed,Dinner,No,626
101,99,Fri,Lunch,No,446
876,169,Thur,Lunch,No,437
103,570,Mon,Dinner,No,756
177,495,Wed,Dinner,No,674
324,171,Wed,Dinner,No,363
536,217,Mon,Breakfast,No,397
374,548,Thur,Breakfast,Yes,86
92,383,Wed,Lunch,No,460
318,136,Wed,Dinner,No,737
50,279,Thur,Lunch,No,537
587,153,Thur,Dinner,No,727
642,257,Mon,Dinner,No,775
846,580,Tues,Lunch,No,228
11,184,Thur,Dinner,No,372
726,557,Tues,Lunch,No,279
739,387,Fri,Lunch,No,293
407,171,Fri,Dinner,Yes,111
33,287,Wed,Lunch,No,326
356,174,Fri,Lunch,Yes,167
347,516,Fri,Lunch,Yes,161
45,305,Wed,Dinner,No,296
481,240,Wed,Dinner,No,727
115,177,Thur,Dinner,Yes,177
517,58,Wed,Dinner,Yes,133
452,296,Thur,Lunch,No,582
464,150,Fri,Lunch,No,407
91,156,Tues,Dinner,No,529
222,200,Tues,Dinner,No,415
34,312,Mon,Dinner,No,502
632,298,Wed,Dinner,No,625
304,390,Tues,Lunch,No,262
849,580,Wed,Dinner,Yes,146
228,424,Wed,Breakfast,No,319
844,116,Fri,Dinner,No,594
646,164,Wed,Lunch,No,510
211,141,Tues,Breakfast,No,216
95,137,Fri,Lunch,No,271
208,321,Tues,Lunch,No,415
664,332,Mon,Lunch,No,373
347,265,Thur,Lunch,No,561
728,178,Mon,Lunch,No,504
175,44,Wed,Breakfast,No,432
311,112,Mon,Dinner,No,638
283,568,Tues,Lunch,No,584
567,130,Fri,Lunch,No,328
885,126,Wed,Lunch,No,543
28,418,Fri,Lunch,No,519
643,156,Thur,Dinner,No,429
127,144,Thur,Lunch,No,577
317,148,Tues,Lunch,No,258
416,217,Mon,Dinner,No,804
188,175,Mon,Lunch,No,396
456,384,Tues,Breakfast,No,426
400,238,Mon,Lunch,No,362
636,230,Fri,Lunch,No,441
292,354,Tues,Dinner,Yes,151
311,131,Fri,Lunch,No,341
664,497,Fri,Lunch,No,484
726,218,Mon,Dinner,No,707
732,73,Mon,Lunch,No,567
827,87,Wed,Lunch,No,571
352,171,Mon,Dinner,No,450
382,117,Fri,Breakfast,Yes,122
539,369,Thur,Lunch,No,376
689,184,Thur,Dinner,Yes,131
661,140,Wed,Dinner,No,666
78,101,Mon,Dinner,Yes,173
375,333,Wed,Lunch,Yes,141
528,402,Thur,Lunch,No,482
124,172,Fri,Lunch,No,287
295,100,Fri,Lunch,Yes,112
474,424,Tues,Breakfast,No,472
873,159,Mon,Lunch,No,326
264,165,Tues,Lunch,Yes,164
697,233,Fri,Dinner,No,496
636,302,Fri,Dinner,No,766
488,520,Tues,Lunch,No,594
703,564,Mon,Dinner,Yes,146
346,114,Tues,Breakfast,No,489
338,34,Wed,Dinner,No,621
830,189,Thur,Dinner,No,301
82,181,Thur,Dinner,No,512
764,115,Mon,Lunch,No,510
772,266,Thur,Lunch,No,549
773,272,Fri,Dinner,No,342
686,347,Mon,Lunch,Yes,132
669,364,Fri,Lunch,No,452
887,370,Wed,Lunch,No,545
757,137,Mon,Dinner,No,769
203,129,Fri,Dinner,No,672
848,393,Wed,Dinner,No,310
410,88,Tues,Lunch,No,595
385,184,Tues,Breakfast,Yes,88
374,400,Mon,Lunch,No,410
126,117,Thur,Breakfast,No,498
836,63,Fri,Dinner,No,375
615,307,Wed,Lunch,No,478
231,493,Mon,Dinner,No,615
658,78,Thur,Lunch,No,489
356,230,Wed,Dinner,No,826
772,122,Fri,Breakfast,No,403
355,172,Fri,Dinner,No,440
375,116,Wed,Dinner,No,560
296,426,Tues,Lunch,No,461
617,450,Wed,Dinner,No,446
389,194,Thur,Lunch,No,599
838,107,Mon,Lunch,No,417
439,341,Thur,Lunch,No,420
333,331,Fri,Lunch,No,540
598,48,Tues,Dinner,No,662
165,333,Fri,Dinner,Yes,147
569,260,Wed,Dinner,No,706
795,301,Wed,Dinner,No,471
673,151,Mon,Dinner,Yes,157
585,278,Wed,Dinner,No,286
178,38,Fri,Lunch,No,383
82,142,Thur,Dinner,No,802
667,302,Mon,Lunch,No,337
269,443,Thur,Lunch,No,294
30,84,Mon,Lunch,Yes,98
640,136,Mon,Lunch,No,413
308,585,Wed,Dinner,Yes,186
161,585,Mon,Lunch,No,533
633,38,Wed,Lunch,No,516
